Contest_ID	Pref_Voter_ID	Serial Number	Tally_Type	Precinct_ID	Vote_Rank	CandidateID	Over-Vote	Under_Vote	Vote Rank2	CandID2	OverVote	UnderVote	VoteRank3	CandID3	OverVote	UnderVote
85	79681	254	1	254	1	433	0	0	2	434	0	0	3	436	0	0
85	79682	254	1	254	1	433	0	0	2	437	0	0	3	434	0	0
85	79683	254	1	254	1	435	0	0	2	436	0	0	3	434	0	0
85	79684	254	1	254	1	435	0	0	2	433	0	0	3	437	0	0
85	79685	254	1	254	1	0	0	1	2	0	0	1	3	0	0	1
85	79686	254	1	254	1	437	0	0	2	437	0	0	3	437	0	0
85	79687	254	1	254	1	0	0	1	2	0	0	1	3	0	0	1
85	79688	254	1	254	1	433	0	0	2	435	0	0	3	436	0	0
85	79689	254	1	254	1	437	0	0	2	0	0	1	3	0	0	1
85	79690	254	1	254	1	437	0	0	2	437	0	0	3	437	0	0
85	79691	254	1	254	1	433	0	0	2	435	0	0	3	435	0	0
85	79692	254	1	254	1	434	0	0	2	434	0	0	3	434	0	0
85	79693	254	1	254	1	433	0	0	2	437	0	0	3	436	0	0
85	79694	254	1	254	1	435	0	0	2	433	0	0	3	437	0	0
85	79695	254	1	254	1	435	0	0	2	435	0	0	3	435	0	0
85	79696	254	1	254	1	433	0	0	2	0	0	1	3	0	0	1
85	79697	254	1	254	1	435	0	0	2	0	0	1	3	0	0	1
85	79698	254	1	254	1	437	0	0	2	433	0	0	3	436	0	0
85	79699	254	1	254	1	433	0	0	2	435	0	0	3	0	0	1
